id,listing_url,scrape_id,last_scraped,source,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
43345284,https://www.airbnb.com/rooms/43345284,2.03E+13,6/22/2025,city scrape,Hong Kong 看得見風景的房子 . 享受大自然的樂趣,345222487,,,,,f,,,,None,,,"Hong Kong, New Territories, Hong Kong",Sai Kung,Tent,Entire home/apt,4,1,1 bath,2,2,$1.00 ,300,728,300,300,1125,1125,300,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,1,1,0,0,
16043963,https://www.airbnb.com/rooms/16043963,2.03E+13,6/21/2025,city scrape,Bedspace available in Tsim Sha Tsui,67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 bath,1,1,$85.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
32100077,https://www.airbnb.com/rooms/32100077,2.03E+13,6/21/2025,city scrape,"Single Rm@Inn Square, Jordan, TST #16",34642523,Inn Square,within an hour,100%,97%,f,Tai Kok Sui,16,34,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Entire rental unit,Entire home/apt,1,1,1 bath,0,1,$85.00 ,28,1125,28,28,1125,1125,28,1125,,t,0,0,0,0,6/21/2025,7,3,0,0,1,168,14280,7/21/2019,3/2/2025,4.43,4.14,3.86,4.57,4.14,4.86,4.43,,t,10,5,5,0,0.1
1.30E+18,https://www.airbnb.com/rooms/1303581377557991603,2.03E+13,6/21/2025,city scrape,Shared room w/ 3 others near MTR,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$86.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,351,12,338,1,
8.43E+17,https://www.airbnb.com/rooms/842958040086823675,2.03E+13,6/21/2025,city scrape,Shared room. Bedspace. Near MTR,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$88.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,351,12,338,1,
1.29E+18,https://www.airbnb.com/rooms/1285885058077294012,2.03E+13,6/22/2025,city scrape,Bedspace in Prince Edward,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Shared room in rental unit,Shared room,1,2,2 shared baths,,1,$88.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,351,12,338,1,
1.29E+18,https://www.airbnb.com/rooms/1285889599320907762,2.03E+13,6/21/2025,city scrape,Shared room. Bedspace available.,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,2,$88.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,215,10,205,0,
1.29E+18,https://www.airbnb.com/rooms/1285897683170027037,2.03E+13,6/21/2025,city scrape,Shared Room. Cheap. bedspace3,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$88.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,215,10,205,0,
1.04E+18,https://www.airbnb.com/rooms/1042307793639380883,2.03E+13,6/21/2025,city scrape,Shared room in Tsim Sha Tsui,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 baths,1,1,$90.00 ,29,365,29,29,365,365,29,365,,t,0,19,49,230,6/21/2025,0,0,0,153,0,0,0,,,,,,,,,,,f,215,10,205,0,
1.31E+18,https://www.airbnb.com/rooms/1307746479636468829,2.03E+13,6/21/2025,city scrape,Bedspace for 1 in shared room,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$90.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,t,351,12,338,1,
1.03E+18,https://www.airbnb.com/rooms/1031459515353161864,2.03E+13,6/21/2025,city scrape,"bedspace in a shared room, Girls/female only",55340057,Jazzrylle,within an hour,100%,100%,f,North Point,2,3,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,0.5,Shared half-bath,1,2,$91.00 ,2,365,2,2,365,365,2,365,,t,26,51,81,258,6/21/2025,6,3,0,181,1,18,1638,12/2/2023,4/4/2025,4.5,4.33,4,4.83,4.83,4.5,4.33,,t,2,0,2,0,0.32
1.31E+18,https://www.airbnb.com/rooms/1308677338527985098,2.03E+13,6/21/2025,city scrape,Bedspace shared room with 3,498695672,Morgen,a few days or more,40%,0%,t,Hung Hom Bay,105,106,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$94.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,105,1,104,0,
1.31E+18,https://www.airbnb.com/rooms/1308681768571554151,2.03E+13,6/21/2025,city scrape,Shared room bedspace available,498695672,Morgen,a few days or more,40%,0%,t,Hung Hom Bay,105,106,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$94.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,t,105,1,104,0,
645404,https://www.airbnb.com/rooms/645404,2.03E+13,6/21/2025,city scrape,Creative Residence in Kowloon . WM (Monthly),634820,Wontonmeen,within an hour,100%,95%,t,Mong Kok,6,11,"['email', 'phone']",t,t,Hong Kong,Yau Tsim Mong,Shared room,Shared room,1,2.5,2.5 shared baths,1,1,$100.00 ,30,30,30,30,30,30,30,30,,t,28,58,88,253,6/21/2025,220,22,0,192,28,255,25500,9/17/2012,3/29/2025,4.68,4.61,4.57,4.76,4.72,4.7,4.74,,f,6,0,1,5,1.42
4678644,https://www.airbnb.com/rooms/4678644,2.03E+13,6/22/2025,city scrape,Friendly | Authentically HK living (Monthly),634820,Wontonmeen,within an hour,100%,95%,t,Mong Kok,6,11,"['email', 'phone']",t,t,Hong Kong,Yau Tsim Mong,Shared room,Shared room,1,2,2 shared baths,1,1,$100.00 ,30,30,30,30,30,30,30,30,,t,29,59,89,364,6/22/2025,173,0,0,192,0,0,0,12/2/2014,10/16/2022,4.72,4.74,4.65,4.84,4.87,4.66,4.74,,f,6,0,1,5,1.35
4691361,https://www.airbnb.com/rooms/4691361,2.03E+13,6/22/2025,city scrape,Kowloon | Authentically HK living (Monthly),634820,Wontonmeen,within an hour,100%,95%,t,Mong Kok,6,11,"['email', 'phone']",t,t,Hong Kong,Yau Tsim Mong,Shared room,Shared room,1,3.5,3.5 shared baths,1,1,$100.00 ,30,30,30,30,30,30,30,30,,t,13,43,73,348,6/22/2025,72,0,0,176,2,0,0,1/8/2015,5/4/2024,4.83,4.72,4.6,4.76,4.83,4.68,4.79,,f,6,0,1,5,0.57
4917693,https://www.airbnb.com/rooms/4917693,2.03E+13,6/21/2025,city scrape,WM DORM | Authentically HK (Monthly),634820,Wontonmeen,within an hour,100%,95%,t,Mong Kok,6,11,"['email', 'phone']",t,t,,Yau Tsim Mong,Shared room,Shared room,1,3.5,3.5 shared baths,1,1,$100.00 ,30,30,30,30,30,30,30,30,,t,28,58,88,363,6/21/2025,121,0,0,192,1,0,0,1/4/2015,5/7/2024,4.6,4.72,4.66,4.68,4.76,4.65,4.61,,f,6,0,1,5,0.95
1.31E+18,https://www.airbnb.com/rooms/1307737348540252698,2.03E+13,6/22/2025,city scrape,Bedspace for 1 in shared apt,97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$103.00 ,29,365,29,29,365,365,29,365,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,290,21,269,0,
8.44E+17,https://www.airbnb.com/rooms/844490047214295801,2.03E+13,6/21/2025,city scrape,Room in Yau Ma Tei - Y13e,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$107.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
40739481,https://www.airbnb.com/rooms/40739481,2.03E+13,6/22/2025,city scrape,"Double Rm@Inn Square, Jordan, TST#22",34642523,Inn Square,within an hour,100%,97%,f,Tai Kok Sui,16,34,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 bath,0,1,$108.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,6/22/2025,2,0,0,0,0,0,0,2/9/2020,12/8/2021,4.5,4.5,4.5,4.5,4.5,5,4.5,,f,10,5,5,0,0.03
1.31E+18,https://www.airbnb.com/rooms/1310048367248581544,2.03E+13,6/21/2025,city scrape,Single room  7/F  no elevator,349171877,Pui Kwan,N/A,N/A,100%,f,Jordan,2,15,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$108.00 ,1,365,14,14,365,365,14,365,,t,0,0,0,171,6/21/2025,1,1,1,0,0,6,648,5/29/2025,5/29/2025,5,4,5,5,5,5,5,,f,2,0,2,0,1
26573719,https://www.airbnb.com/rooms/26573719,2.03E+13,6/22/2025,city scrape,Tsimshatui small room shareflat (T4b),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$110.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,179,6/22/2025,1,0,0,179,0,0,0,9/24/2018,9/24/2018,5,5,5,5,4,5,5,,f,281,24,257,0,0.01
36166094,https://www.airbnb.com/rooms/36166094,2.03E+13,6/21/2025,city scrape,SALE SALE SALE temporary room for 1 person,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$110.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,351,12,338,1,
40646217,https://www.airbnb.com/rooms/40646217,2.03E+13,6/22/2025,city scrape,Room  in Yau Ma Tei - Y13e,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$110.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,351,12,338,1,
47552228,https://www.airbnb.com/rooms/47552228,2.03E+13,6/24/2025,city scrape,旺角區經濟單人房Budget Single Rm@Mong Kok0121,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,1,1,1 private bath,1,,$111.00 ,10,60,10,10,1125,1125,10,1125,,t,0,0,6,123,6/24/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
12368845,https://www.airbnb.com/rooms/12368845,2.03E+13,6/22/2025,city scrape,Room on Sale - Hong Kong - Kowloon,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 bath,1,1,$120.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,64,246,6/22/2025,2,1,0,74,1,60,7200,5/26/2016,8/30/2024,3.5,4,3,4,4.5,4.5,5,,f,351,12,338,1,0.02
32967212,https://www.airbnb.com/rooms/32967212,2.03E+13,6/21/2025,city scrape,Small Cozy Room - Y2f,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$120.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,351,12,338,1,
8.48E+17,https://www.airbnb.com/rooms/848111792363361079,2.03E+13,6/21/2025,city scrape,Room in Yau Ma Tei - Y13e,97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$120.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,290,21,269,0,
1.42E+18,https://www.airbnb.com/rooms/1416696028467353988,2.03E+13,6/21/2025,city scrape,極級新裝修！尖沙咀K11 出口！獨立床位房！全齊配套，全包配套,103322963,Yiuson,within an hour,100%,100%,f,Tsim Sha Tsui,1,6,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,10,1,1 shared bath,10,10,$120.00 ,28,365,28,28,365,365,28,365,,t,5,28,58,59,6/21/2025,0,0,0,59,0,0,0,,,,,,,,,,,f,1,0,1,0,
9.07E+17,https://www.airbnb.com/rooms/906832630334682822,2.03E+13,6/22/2025,city scrape,Stylish 1 Bed unit BBQ rooftop,212046193,Charles,within an hour,100%,100%,f,North Point,17,21,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$125.00 ,28,365,28,28,365,365,28,365,,t,1,1,8,249,6/22/2025,5,2,0,82,2,112,14000,8/30/2023,7/28/2024,4.6,4.6,4.4,5,5,4.6,4.4,,t,14,0,14,0,0.23
9.27E+17,https://www.airbnb.com/rooms/927116611590613644,2.03E+13,6/21/2025,city scrape,SALE  room available . Low Price,213805506,Lian,a few days or more,40%,67%,f,Causeway Bay,13,17,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 bath,1,1,$127.00 ,29,365,29,29,365,365,29,365,,t,28,58,88,269,6/21/2025,1,0,0,192,1,0,0,1/21/2024,1/21/2024,4,4,4,5,4,5,4,,f,13,1,12,0,0.06
1.34E+18,https://www.airbnb.com/rooms/1343269474738154891,2.03E+13,6/21/2025,city scrape,Wan chai capsule bed with door lock,50172398,Gloria,within a few hours,95%,75%,f,Jordan,34,45,"['email', 'phone']",t,t,,Wan Chai,Shared room in rental unit,Shared room,1,3,3 shared baths,0,1,$129.00 ,10,365,10,10,365,365,10,365,,t,29,49,79,324,6/21/2025,5,5,0,153,0,100,12900,1/30/2025,5/11/2025,4,4.2,3.6,4.4,4.6,4.8,4.2,,f,32,1,30,1,1.05
16044183,https://www.airbnb.com/rooms/16044183,2.03E+13,6/21/2025,city scrape,Sheung Wan Room in Flat Share (SW10a),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$130.00 ,32,1125,32,32,1125,1125,32,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
30139683,https://www.airbnb.com/rooms/30139683,2.03E+13,6/21/2025,city scrape,Shared flat in Kennedy Town (K3a),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,2,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
32907952,https://www.airbnb.com/rooms/32907952,2.03E+13,6/21/2025,city scrape,SALE Room  CHEAP ! for 1 person This is SALE ROOM.,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,215,10,205,0,
32908758,https://www.airbnb.com/rooms/32908758,2.03E+13,6/21/2025,city scrape,Sale Room in Kowloon Side And Hongkong Island,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,215,10,205,0,
35366366,https://www.airbnb.com/rooms/35366366,2.03E+13,6/21/2025,city scrape,Good and Convenient Yau Ma Tei Room (Y13E),7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,6,36,66,341,6/21/2025,0,0,0,170,0,0,0,,,,,,,,,,,f,215,10,205,0,
38608029,https://www.airbnb.com/rooms/38608029,2.03E+13,6/21/2025,city scrape,SALE ROOM CHEAP kowloon side and hongkong side,7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,215,10,205,0,
39548459,https://www.airbnb.com/rooms/39548459,2.03E+13,6/21/2025,city scrape,Super Economy Double Room in Tai Kok Tsui (TK6A),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,1,0,0,193,0,0,0,1/14/2021,1/14/2021,5,5,5,5,5,5,5,,f,281,24,257,0,0.02
39621037,https://www.airbnb.com/rooms/39621037,2.03E+13,6/22/2025,city scrape,"Room in Tsimshatsui, Kowloon   (T5c)",67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1.5,1.5 baths,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,2,1,0,193,1,58,7540,3/12/2024,2/9/2025,4.5,4.5,4,4.5,4.5,4.5,4,,f,281,24,257,0,0.13
8.04E+17,https://www.airbnb.com/rooms/803539005700581708,2.03E+13,6/21/2025,city scrape,Flat Share Room at Yau Ma Tei (8d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,4,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.04E+17,https://www.airbnb.com/rooms/803931461869898884,2.03E+13,6/21/2025,city scrape,Yau Ma Tei Room in Flat Share (Y13a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.07E+17,https://www.airbnb.com/rooms/807174584346745255,2.03E+13,6/21/2025,city scrape,Flat Share Room in Shamshuipo (SP1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.07E+17,https://www.airbnb.com/rooms/807244004299311878,2.03E+13,6/21/2025,city scrape,Central  8b Central Room in flat share,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/808510766546860821,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Room in Flat Share (TK2c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/808640309328842037,2.03E+13,6/22/2025,city scrape,Mid Level Room in Flat Share (ml7c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/808647017017584529,2.03E+13,6/21/2025,city scrape,Flat Share Room in Tai Kok Tsui (TK1d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/809372036860345644,2.03E+13,6/21/2025,city scrape,Yau Ma Tei Flat Share Room (Y13c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,0,0 shared baths,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/809379692847022315,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui flat share room (TK3b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.09E+17,https://www.airbnb.com/rooms/809390114974358019,2.03E+13,6/21/2025,city scrape,Flat Share room in Prince Edward (PE1a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/809649389020088837,2.03E+13,6/21/2025,city scrape,CWB Room in Flat Share near Time Square (C1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/809660399824231029,2.03E+13,6/21/2025,city scrape,Flat Share Room in Prince Edward (PE1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/810115063957791123,2.03E+13,6/22/2025,city scrape,Tai Kok Tsui Excellent Double Room (TK3C),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/810122589786712636,2.03E+13,6/24/2025,city scrape,Economy Tai Kok Tsui Room (TK3A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/24/2025,0,0,0,190,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/810394616432690903,2.03E+13,6/22/2025,city scrape,Room in Share/Flat  Prince Edward (PE4d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,2,1,1 private bath,1,1,$130.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,179,6/22/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.10E+17,https://www.airbnb.com/rooms/810479585898496434,2.03E+13,6/21/2025,city scrape,"Flat Share Room in Caine Road, Central (ml3d)",475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 private bath,1,1,$130.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
