id,listing_url,scrape_id,last_scraped,source,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1.06E+18,https://www.airbnb.com/rooms/1064772640286608000,2.03E+13,6/22/2025,city scrape,sky view high floor zoom with balcony in Kowloon,6763017,Hoi Yan Sarina,within a few hours,100%,41%,f,Tai Tam,216,220,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,2,1,1 bath,1,0,"$1,265.00 ",28,365,28,28,365,365,28,365,,t,30,60,90,90,6/22/2025,0,0,0,90,0,0,0,,,,,,,,,,,f,199,145,54,0,
9.56E+17,https://www.airbnb.com/rooms/955556580294957080,2.03E+13,6/21/2025,city scrape,Central & Stylish HK Apartment with outdoor space,81417375,David,within an hour,100%,67%,f,Sai Ying Pun,1,2,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"$1,266.00 ",3,1125,3,6,1125,1125,3.3,1125,,t,0,5,10,106,6/21/2025,10,5,1,30,3,30,37980,8/14/2023,5/24/2025,5,5,4.9,5,5,5,4.9,,f,1,1,0,0,0.44
6.58E+17,https://www.airbnb.com/rooms/657654535008755214,2.03E+13,6/21/2025,city scrape,Studio with Huge Terrace for Dining -Entertaining,5554038,Louis,within a day,67%,18%,f,Sai Ying Pun,1,1,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"$1,270.00 ",5,365,5,5,365,365,5,365,,t,26,56,86,361,6/21/2025,7,2,0,190,2,20,25400,9/7/2022,9/4/2024,5,4.86,4.86,5,4.71,5,4.86,,f,1,1,0,0,0.21
9.67E+17,https://www.airbnb.com/rooms/966681274147893178,2.03E+13,6/21/2025,city scrape,Pet friendly Seaview hub in south side,6763017,Hoi Yan Sarina,within a few hours,100%,41%,f,Tai Tam,216,220,"['email', 'phone']",t,t,,Southern,Room in hotel,Private room,2,1,1 shared bath,1,1,"$1,270.00 ",3,365,3,3,365,365,3,365,,t,29,59,89,180,6/21/2025,0,0,0,180,0,0,0,,,,,,,,,,,f,199,145,54,0,
1.13E+18,https://www.airbnb.com/rooms/1127344220217107566,2.03E+13,6/21/2025,city scrape,Quiet Family Retreat | central,525754517,Caroline,within an hour,100%,60%,f,Tai Ping Shan,2,2,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,6,1,1 bath,2,3,"$1,272.00 ",2,365,2,2,365,365,2,365,,t,15,36,63,234,6/21/2025,34,25,2,157,20,150,190800,4/5/2024,5/26/2025,4.79,4.82,4.79,4.97,4.79,5,4.71,,f,2,2,0,0,2.3
7.85E+17,https://www.airbnb.com/rooms/785396119185174247,2.03E+13,6/21/2025,city scrape,Big 3 Bedroom home with Seaview private rooftop,3820308,David,within a few hours,94%,47%,f,Tsim Sha Tsui,26,31,"['email', 'phone']",t,t,"Hong Kong, New Territories, Hong Kong",Tai Po,Entire home,Entire home/apt,9,1,1 bath,3,4,"$1,273.00 ",1,365,1,1,365,365,1,365,,t,24,48,78,353,6/21/2025,10,8,1,182,0,48,61104,12/30/2022,6/8/2025,4.3,4.3,4.4,4.6,4,4.4,4.1,,f,26,26,0,0,0.33
1.07E+18,https://www.airbnb.com/rooms/1074292635188076283,2.03E+13,6/21/2025,city scrape,Spacious flat in the heart of hk,557916607,Nicolas,within an hour,100%,94%,t,Tsim Sha Tsui,1,1,"['email', 'phone']",f,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"$1,273.00 ",2,30,2,2,30,30,2,30,,t,28,58,70,70,6/21/2025,23,15,0,70,16,90,114570,2/12/2024,5/3/2025,4.96,4.91,4.91,4.91,5,4.96,4.74,,f,1,1,0,0,1.39
9.69E+17,https://www.airbnb.com/rooms/969243501706531260,2.03E+13,6/22/2025,city scrape,Affordable Room for Four,484116025,Alan,within an hour,100%,93%,f,Tsim Sha Tsui,72,119,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,4,1,1 private bath,1,3,"$1,274.00 ",30,120,14,30,120,120,29.4,120,,t,4,34,64,167,6/22/2025,4,0,0,167,4,0,0,1/4/2024,5/7/2024,4.5,4.75,4.75,4.5,4.75,4.75,4.5,,f,70,22,48,0,0.22
1.38E+18,https://www.airbnb.com/rooms/1380973597936091869,2.03E+13,6/21/2025,city scrape,中環兩臥室公寓 探索香港獨有的歷史文化氣息,586681578,Wai Hei,within an hour,100%,99%,f,Central,6,6,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"$1,275.00 ",1,365,1,1,365,365,1,365,,t,9,18,37,37,6/21/2025,6,6,2,37,0,36,45900,4/5/2025,6/14/2025,4.5,4.5,4.5,4.83,5,4.83,4.33,,f,6,6,0,0,2.31
1.41E+18,https://www.airbnb.com/rooms/1409849264653156291,2.03E+13,6/21/2025,city scrape,Duplex Apartment in Central,54460036,Sarah,within a day,80%,N/A,f,Mid-Levels,1,1,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"$1,275.00 ",3,365,3,3,365,365,3,365,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,1,1,0,0,
5697492,https://www.airbnb.com/rooms/5697492,2.03E+13,6/21/2025,city scrape,"Modern 2 BEDRM | HKDI,HKUST,Immigration,Hang Hau",15586744,Sven,within an hour,100%,82%,t,,16,18,"['email', 'phone']",t,t,"Hong Kong, New Territories, Hong Kong",Sai Kung,Entire condo,Entire home/apt,4,1,1 bath,2,3,"$1,280.00 ",7,365,7,7,365,365,7,365,,t,3,33,55,316,6/21/2025,28,4,1,148,0,56,71680,3/22/2016,6/17/2025,4.85,4.93,4.88,4.93,4.93,4.89,4.74,,f,16,4,12,0,0.25
1.05E+18,https://www.airbnb.com/rooms/1054720453189001848,2.03E+13,6/21/2025,city scrape,Peaceful residents in Happy Valley跑馬地幽靜綠色居亭,6763017,Hoi Yan Sarina,within a few hours,100%,41%,f,Tai Tam,216,220,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 private bath,1,0,"$1,280.00 ",30,365,30,30,365,365,30,365,,t,28,58,88,269,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,199,145,54,0,
1.29E+18,https://www.airbnb.com/rooms/1290147537133743690,2.03E+13,6/22/2025,city scrape,Coziness exude residence in North Point,6763017,Hoi Yan Sarina,within a few hours,100%,41%,f,Tai Tam,216,220,"['email', 'phone']",t,t,,Eastern,Entire rental unit,Entire home/apt,3,1,1 bath,1,1,"$1,280.00 ",30,365,30,30,365,365,30,365,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,199,145,54,0,
7.55E+17,https://www.airbnb.com/rooms/755303465406393000,2.03E+13,6/22/2025,city scrape,"BiG 1400 sq ft 3 bedroom, Near beach, Bike trail",3820308,David,within a few hours,94%,47%,f,Tsim Sha Tsui,26,31,"['email', 'phone']",t,t,,Tai Po,Entire home,Entire home/apt,9,1,1 bath,2,1,"$1,283.00 ",1,365,1,1,365,365,1,365,,t,30,59,85,360,6/22/2025,6,5,0,188,0,30,38490,1/8/2023,4/21/2025,4.67,4.67,4.67,4.5,3.83,4.67,4.17,,f,26,26,0,0,0.2
52274031,https://www.airbnb.com/rooms/52274031,2.03E+13,6/21/2025,city scrape,410sqft Studio Right Besides Wan Chai MTR,138649185,Sidharth,within a day,87%,25%,f,Central,517,885,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Entire serviced apartment,Entire home/apt,2,1,1 bath,0,2,"$1,284.00 ",30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,135,135,0,0,
1.16E+18,https://www.airbnb.com/rooms/1159335225676601073,2.03E+13,6/22/2025,city scrape,缘来是你/港岛区北角公寓/拎包入住/三房可住6人/月租,573625001,麒麟,N/A,N/A,N/A,f,North Point,3,3,[],f,t,,Eastern,Entire rental unit,Entire home/apt,6,1,1 bath,3,0,"$1,288.00 ",30,365,30,30,365,365,30,365,,t,28,58,88,268,6/22/2025,0,0,0,191,0,0,0,,,,,,,,,,,f,3,3,0,0,
1.24E+18,https://www.airbnb.com/rooms/1241208305913175190,2.03E+13,6/21/2025,city scrape,「緣來是你」銅鑼灣-整套公寓/2分鐘徒步至銅鑼灣地鐵站/5分鐘至sogo 崇光/近時代廣場／可住6人,573625001,麒麟,N/A,N/A,N/A,f,North Point,3,3,[],f,t,,Wan Chai,Entire rental unit,Entire home/apt,6,2,2 baths,3,4,"$1,288.00 ",30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,3,3,0,0,
5215294,https://www.airbnb.com/rooms/5215294,2.03E+13,6/21/2025,city scrape,"Fantastic 3BR Apt, central MK, 1 mins MTR, 8ppl",26936781,Wing,within an hour,100%,99%,t,Mong Kok,6,13,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,8,1,1 bath,3,4,"$1,291.00 ",3,1125,2,3,1125,1125,3,1125,,t,4,4,22,265,6/21/2025,224,32,3,95,34,192,247872,3/1/2015,6/11/2025,4.73,4.73,4.57,4.85,4.87,4.91,4.71,,f,6,6,0,0,1.78
1.32E+18,https://www.airbnb.com/rooms/1321602453308797832,2.03E+13,6/21/2025,city scrape,相思灣全海景渡假屋３樓連天台可住４成年人。徒步１分鐘可達海邊。,651590490,傳,within a day,100%,N/A,f,Clear Water Bay,1,1,"['email', 'phone']",t,t,"Hong Kong, New Territories, Hong Kong",Sai Kung,Entire home,Entire home/apt,4,1,1 bath,2,1,"$1,291.00 ",2,30,2,2,30,30,2,30,,t,27,57,87,362,6/21/2025,0,0,0,191,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.38E+18,https://www.airbnb.com/rooms/1380081531074678523,2.03E+13,6/22/2025,city scrape,Spacious studio flat on beach,6763017,Hoi Yan Sarina,within a few hours,100%,41%,f,Tai Tam,216,220,"['email', 'phone']",t,t,,Southern,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"$1,295.00 ",7,120,7,7,120,120,7,120,,t,29,59,89,179,6/22/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,199,145,54,0,
21231752,https://www.airbnb.com/rooms/21231752,2.03E+13,6/24/2025,city scrape,Executive Premier Apartment 2BR 1min TST MTR K11,153383798,,,,,f,,,,None,,,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Entire rental unit,Entire home/apt,8,1,1 bath,2,5,"$1,297.00 ",1,1125,1,1,1125,1125,1,1125,,t,15,39,57,323,6/24/2025,560,65,5,149,66,255,330735,10/12/2017,6/22/2025,4.61,4.65,4.59,4.73,4.65,4.73,4.41,,t,2,2,0,0,5.97
8.60E+17,https://www.airbnb.com/rooms/859657100866357210,2.03E+13,6/21/2025,city scrape,New! Spacious 3RM 2BATH Near Speedrail,234047514,Mary,within an hour,100%,88%,,Tsim Sha Tsui,17,29,"['email', 'phone']",t,t,"Kowloon, Hong Kong",Yau Tsim Mong,Entire rental unit,Entire home/apt,7,2,2 baths,3,3,"$1,299.00 ",2,60,2,2,60,60,2,60,,t,25,42,66,242,6/21/2025,38,23,0,165,20,138,179262,4/11/2023,5/4/2025,4.71,4.63,4.71,4.42,4.82,4.87,4.61,,f,5,5,0,0,1.42
1.07E+18,https://www.airbnb.com/rooms/1073757766180943169,2.03E+13,6/21/2025,city scrape,2BR Apartment w/ private rooftop,43545878,Grace,within an hour,100%,95%,t,North Point,1,10,"['email', 'phone', 'work_email']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Eastern,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,"$1,299.00 ",1,300,1,1,300,300,1,300,,t,26,49,79,250,6/21/2025,48,30,2,173,35,180,233820,1/28/2024,6/14/2025,4.96,4.92,4.92,5,5,4.92,4.81,,f,1,1,0,0,2.82
603049,https://www.airbnb.com/rooms/603049,2.03E+13,6/21/2025,city scrape,Deluxe Room@Espace Elastique-Tai O,2846701,Veronica,within an hour,100%,100%,f,Tai O,3,4,"['email', 'phone']",t,t,,Islands,Room in bed and breakfast,Hotel room,3,1,1 private bath,1,1,"$1,300.00 ",1,365,1,1,365,365,1,365,,t,25,55,85,98,6/21/2025,46,0,0,96,0,0,0,5/10/2014,7/2/2023,4.74,4.74,4.72,4.76,4.78,4.74,4.2,,f,3,0,0,0,0.34
11516669,https://www.airbnb.com/rooms/11516669,2.03E+13,6/22/2025,city scrape,Convenient 2 bedroom spacious flat with view.,24189462,Estelle,within a day,80%,25%,f,,1,3,"['email', 'phone']",t,t,"Discovery Bay , Lantau Island, Hong Kong",Islands,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"$1,300.00 ",4,60,4,4,60,60,4,60,,t,4,12,42,238,6/22/2025,28,3,0,78,4,24,31200,8/6/2016,4/2/2025,4.68,4.79,4.89,4.93,4.86,4.68,4.61,,f,1,1,0,0,0.26
15363657,https://www.airbnb.com/rooms/15363657,2.03E+13,6/22/2025,city scrape,Cozy apartment with terrace,705533,Federica,within an hour,100%,87%,f,Mid-Levels,1,1,['phone'],t,t,,Central & Western,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"$1,300.00 ",2,1125,2,2,1125,1125,2,1125,,t,0,7,24,24,6/22/2025,11,11,0,24,0,66,85800,1/1/2025,4/1/2025,5,5,5,5,5,5,4.82,,f,1,1,0,0,1.91
16356377,https://www.airbnb.com/rooms/16356377,2.03E+13,6/21/2025,city scrape,Hung Hom 3-bedroom apartment,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire home,Entire home/apt,5,2,2 baths,3,1,"$1,300.00 ",1,90,1,1,90,90,1,90,,t,29,59,64,64,6/21/2025,8,0,0,64,0,0,0,12/27/2016,3/2/2018,4.38,4.5,4.5,4.75,4.5,4.13,4,,f,69,60,9,0,0.08
16729537,https://www.airbnb.com/rooms/16729537,2.03E+13,6/21/2025,city scrape,3-bedroom apartment at Hung Hom,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,90,1,1,90,90,1,90,,t,29,58,58,58,6/21/2025,21,0,0,58,0,0,0,2/1/2017,6/18/2022,4.19,4.62,4.43,4.52,4.43,4.57,4.38,,f,69,60,9,0,0.21
17154628,https://www.airbnb.com/rooms/17154628,2.03E+13,6/21/2025,city scrape,ZA Newly renovated! Explore like local,6067974,Wilson,within a few hours,100%,96%,f,Fortress Hill,74,74,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Entire rental unit,Entire home/apt,6,1,1 bath,2,3,"$1,300.00 ",30,1125,30,30,1125,1125,30,1125,,t,28,58,88,89,6/21/2025,3,0,0,89,0,0,0,2/11/2018,9/15/2019,5,5,5,5,5,5,5,,f,68,68,0,0,0.03
21583374,https://www.airbnb.com/rooms/21583374,2.03E+13,6/21/2025,city scrape,3 bedrooms apartment,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire home,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,60,1,1,60,60,1,60,,t,29,58,58,58,6/21/2025,11,0,0,58,0,0,0,4/9/2018,7/24/2022,4.36,4.73,4.27,4.91,4.91,4.45,4.36,,f,69,60,9,0,0.13
21961333,https://www.airbnb.com/rooms/21961333,2.03E+13,6/22/2025,city scrape,MTR mongkok cozy apartment two Br for 5-6pll,160324909,Michelle,N/A,N/A,N/A,f,,1,5,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,6,1,1 bath,2,5,"$1,300.00 ",30,1125,30,30,1125,1125,30,1125,,t,30,60,90,180,6/22/2025,11,0,0,180,0,0,0,12/2/2017,1/23/2019,4.09,4.18,4.09,4.64,4.73,4.82,4.45,,f,1,1,0,0,0.12
32114288,https://www.airbnb.com/rooms/32114288,2.03E+13,6/21/2025,city scrape,3-bedroom apartment Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,60,1,1,60,60,1,60,,t,29,56,56,56,6/21/2025,7,2,0,56,2,12,15600,12/28/2020,8/20/2024,4.43,4.86,4.71,4.71,5,4.29,4.43,,f,69,60,9,0,0.13
35168058,https://www.airbnb.com/rooms/35168058,2.03E+13,6/21/2025,city scrape,3-bedroom suite at Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,30,1,1,30,30,1,30,,t,0,26,26,26,6/21/2025,10,2,0,26,2,12,15600,12/25/2020,7/22/2024,4.8,4.8,4.5,4.8,4.6,4.5,4.8,,f,69,60,9,0,0.18
43376189,https://www.airbnb.com/rooms/43376189,2.03E+13,6/21/2025,city scrape,ZA 新裝修501@炮台山地鐵2房,6067974,Wilson,within a few hours,100%,96%,f,Fortress Hill,74,74,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Eastern,Entire rental unit,Entire home/apt,6,1,1 bath,2,4,"$1,300.00 ",30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,1,0,0,193,0,0,0,5/11/2021,5/11/2021,5,5,4,5,5,4,4,,f,68,68,0,0,0.02
43761206,https://www.airbnb.com/rooms/43761206,2.03E+13,6/21/2025,city scrape,"299sq.ft., 1-bedroom@Victoria Harbour, CWB",138649185,Sidharth,within a day,87%,25%,f,Central,517,885,"['email', 'phone']",t,t,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Entire serviced apartment,Entire home/apt,2,1,1 bath,1,1,"$1,300.00 ",28,1125,28,28,1125,1125,28,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,135,135,0,0,
47034508,https://www.airbnb.com/rooms/47034508,2.03E+13,6/22/2025,city scrape,3-bedroom apartment near Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,1,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,0,0,0,0,6/22/2025,4,0,0,0,0,0,0,12/25/2020,4/30/2023,4.5,4.5,4.5,4.5,4.5,4.75,4.75,,f,69,60,9,0,0.07
53223576,https://www.airbnb.com/rooms/53223576,2.03E+13,6/21/2025,city scrape,3-bedroom apt near Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,3,3,3,3,6/21/2025,15,2,0,3,2,12,15600,12/26/2021,8/11/2024,4.73,4.6,4.8,4.8,4.73,4.33,4.53,,f,69,60,9,0,0.35
6.34E+17,https://www.airbnb.com/rooms/634318363256819795,2.03E+13,6/21/2025,city scrape,3-bedroom apartment (Ho Man Tin MTR),56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,29,58,58,58,6/21/2025,7,0,0,58,0,0,0,6/2/2022,7/18/2022,4.14,4.71,4.29,4.29,4.29,5,4.29,,f,69,60,9,0,0.19
6.35E+17,https://www.airbnb.com/rooms/635009480253204640,2.03E+13,6/22/2025,city scrape,3-bedroom apartment at Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,30,58,58,58,6/22/2025,4,1,0,58,1,6,7800,6/26/2022,7/29/2024,4.5,5,5,5,4.25,5,4.75,,f,69,60,9,0,0.11
6.35E+17,https://www.airbnb.com/rooms/635022912136238234,2.03E+13,6/21/2025,city scrape,3-bedroom at Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,29,44,45,45,6/21/2025,2,2,0,45,2,12,15600,8/1/2024,8/4/2024,4.5,4,4.5,4.5,4.5,4.5,4.5,,f,69,60,9,0,0.18
6.35E+17,https://www.airbnb.com/rooms/635173497878654757,2.03E+13,6/21/2025,city scrape,3-bedroom apartment Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,30,1,1,30,30,1,30,,t,29,56,56,56,6/21/2025,10,4,0,56,2,24,31200,5/29/2022,5/21/2025,4.5,4.6,4.3,4.5,4.6,4.4,4.4,,f,69,60,9,0,0.27
6.35E+17,https://www.airbnb.com/rooms/635185880989694872,2.03E+13,6/21/2025,city scrape,3-bedroom apartment Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,6,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,9,34,34,34,6/21/2025,12,10,0,34,10,60,78000,5/31/2022,8/17/2024,4.92,4.67,4.83,4.92,4.58,4.83,4.83,,f,69,60,9,0,0.32
6.39E+17,https://www.airbnb.com/rooms/639339885787989907,2.03E+13,6/22/2025,city scrape,3-bedroom apartment near Ho Man Tin MTR,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,5,2,2 baths,3,3,"$1,300.00 ",1,60,1,1,60,60,1,60,,t,27,40,40,40,6/22/2025,2,0,0,40,0,0,0,8/2/2023,8/6/2023,3,3,4,3,4,3,3,,f,69,60,9,0,0.09
6.49E+17,https://www.airbnb.com/rooms/648749096755602698,2.03E+13,6/21/2025,city scrape,3-bedroom suite,56570136,The Grand Blossom,within a few hours,100%,100%,f,Hung Hom,71,71,"['email', 'phone', 'work_email']",t,t,,Kowloon City,Entire serviced apartment,Entire home/apt,6,2,2 baths,3,3,"$1,300.00 ",1,20,1,1,20,20,1,20,,t,16,45,45,45,6/21/2025,3,1,0,45,1,6,7800,7/24/2022,7/17/2024,5,5,5,5,5,4.67,5,,f,69,60,9,0,0.08
8.25E+17,https://www.airbnb.com/rooms/825021357302174753,2.03E+13,6/21/2025,city scrape,ZA Newly renovated 46E! TKO MTR,6067974,Wilson,within a few hours,100%,96%,f,Fortress Hill,74,74,"['email', 'phone']",t,t,,Sai Kung,Entire rental unit,Entire home/apt,6,1,1 bath,2,4,"$1,300.00 ",30,365,30,30,365,365,30,365,,t,29,59,89,90,6/21/2025,0,0,0,90,0,0,0,,,,,,,,,,,f,68,68,0,0,
1.11E+18,https://www.airbnb.com/rooms/1114992075530012455,2.03E+13,6/22/2025,city scrape,溫暖之家2房,559914991,Sam,within a day,100%,N/A,f,Aldrich Bay,1,1,"['email', 'phone']",t,t,,Eastern,Entire rental unit,Entire home/apt,5,1,1 bath,1,3,"$1,300.00 ",28,365,28,28,365,365,28,365,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.30E+18,https://www.airbnb.com/rooms/1301207303574418586,2.03E+13,6/21/2025,city scrape,Spacious terrasse apartment,219403193,Léa,N/A,N/A,20%,f,Causeway Bay,2,5,['phone'],t,t,,Wan Chai,Entire rental unit,Entire home/apt,3,2,2 baths,2,2,"$1,300.00 ",2,365,1,2,365,365,2,365,,t,12,12,12,29,6/21/2025,2,2,0,29,1,12,15600,12/30/2024,2/1/2025,5,5,5,5,5,5,5,,f,2,2,0,0,0.34
1.39E+18,https://www.airbnb.com/rooms/1394718505325526267,2.03E+13,6/21/2025,city scrape,ZA 2 Bedrooms  near Fortress Hill MTR Station 18,6067974,Wilson,within a few hours,100%,96%,f,Fortress Hill,74,74,"['email', 'phone']",t,t,,Wan Chai,Entire rental unit,Entire home/apt,5,1,1 bath,2,3,"$1,300.00 ",30,180,30,30,180,180,30,180,,t,27,57,87,88,6/21/2025,0,0,0,88,0,0,0,,,,,,,,,,,f,68,68,0,0,
9.08E+17,https://www.airbnb.com/rooms/908406669346859923,2.03E+13,6/21/2025,city scrape,Entire stylish apartment 3BR 2 Bathroom @ TST,125068768,Yung Yik,within an hour,100%,88%,f,Tsim Sha Tsui,5,18,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,"$1,302.00 ",1,365,1,1,365,365,1,365,,t,4,17,38,76,6/21/2025,87,38,1,76,43,228,296856,6/17/2023,6/2/2025,4.74,4.8,4.72,4.57,4.82,4.74,4.74,,f,5,2,3,0,3.55
1.02E+18,https://www.airbnb.com/rooms/1020934927242267398,2.03E+13,6/21/2025,city scrape,New Dream Suite 8pax Spacious & Stylish TST MTR,545729092,Maeva,within an hour,100%,98%,f,Tsim Sha Tsui,1,1,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Entire rental unit,Entire home/apt,8,1,1 bath,2,5,"$1,304.00 ",1,365,1,1,365,365,1,365,,t,22,39,63,334,6/21/2025,63,29,1,163,45,174,226896,11/29/2023,6/7/2025,4.63,4.62,4.56,4.48,4.78,4.84,4.57,,t,1,1,0,0,3.31
1.03E+18,https://www.airbnb.com/rooms/1032839599688764620,2.03E+13,6/21/2025,city scrape,spacious three bedroom flat,12557198,Lisel,within a day,57%,17%,f,Tai Hang,1,4,"['email', 'phone']",t,t,,Wan Chai,Entire rental unit,Entire home/apt,6,2,2 baths,2,4,"$1,307.00 ",1,365,1,1,365,365,1,365,,t,20,28,29,180,6/21/2025,2,1,0,103,1,6,7842,12/23/2023,12/26/2024,5,4.5,4.5,5,4.5,4.5,4.5,,f,1,1,0,0,0.11
